"Price","Name","Rooms","Area","Floor","Region","Year","Elevator"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-13","3 pokoje","63.89 m²","5 piętro","Sławin","brak informacji","tak"
"439 200 zł","Najlepsza Oferta W Lublinie ! - Okazja ! Garaż 0Zł","2 pokoje","40 m²","2 piętro","Śródmieście","2026","tak"
"824 500 zł","Piękne, 3-pokojowe mieszkanie w sercu Lublina","3 pokoje","71.7 m²","parter","Śródmieście","1970","nie"
"369 000 zł","Po remoncie, niski czynsz, Wykończone Czechów","1 pokój","26.5 m²","7 piętro","Czechów Północny","1980","tak"
"539 000 zł","5 minut od Centrum ! 4 pokoje do wejścia ! Okazja","4 pokoje","60.54 m²","1 piętro","Kośminek","brak informacji","nie"
"344 043 zł","Niesamowita Kawalerka 5 minut od Bramy Krakowskiej","1 pokój","26.67 m²","1 piętro","Śródmieście","2024","tak"
"310 000 zł","Ustawne mieszkanie 29,9 m² z miejscem postojowym.","1 pokój","43.32 m²","parter","Dziesiąta","brak informacji","nie"
"530 820 zł","2 Pokoje tylko 5 minut pieszo do Bramy Krakowskiej","2 pokoje","39.32 m²","1 piętro","Stare Miasto","2024","tak"
"518 016 zł","Mieszkanie 3 pokoje z ogródkiem","3 pokoje","53.96 m²","parter","Ponikwoda","2025","tak"
"685 260 zł","Active City | mieszkanie 4-pok. | B3_3_56","4 pokoje","72.9 m²","3 piętro","Wrotków","2026","nie"
"Zapytaj o cenę","Nova Daliova | mieszkanie 3-pok. | B2.21","3 pokoje","58.48 m²","2 piętro","Ponikwoda","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 3P+AK","3 pokoje","53.9 m²","3 piętro","Ponikwoda","2024","tak"
"471 523 zł","Koncertowe Wzgórze | mieszkanie 2-pok. | B1_51","2 pokoje","43.7 m²","parter","Czechów Północny","brak informacji","nie"
"765 228 zł","Diamentowe Tarasy | wyjątkowe mieszkanie D/M34","4 pokoje","85.12 m²","3 piętro","Wrotków","brak informacji","nie"
"614 164 zł","Jemiołuszki Park| mieszkanie 3-pok. | M13","3 pokoje","55.38 m²","2 piętro","Węglin Południowy","brak informacji","nie"
"395 000 zł","Jasna, 2 pokoje, 25m2. 1 piętro, stan deweloperski","2 pokoje","25.23 m²","1 piętro","Śródmieście","2024","tak"
"549 000 zł","Mieszkanie 49 M2, Ul. Sekutowicza Z Dużym Balkonem","2 pokoje","49 m²","1 piętro","Ponikwoda","1994","nie"
"649 000 zł","Trzy pokoje, blok z windą","3 pokoje","55.65 m²","3 piętro","Dziesiąta","2009","tak"
"719 000 zł","Rozkładowe 4 pokoje przy miasteczku akademickim","4 pokoje","73.5 m²","2 piętro","Wieniawa","1998","nie"
"875 000 zł","Przepiękne mieszkanie w kamienicy w centrum!","2 pokoje","94.14 m²","3 piętro","Śródmieście","1905","nie"
"629 000 zł","4 pokoje Lsm/Gliniana/Politechnika","4 pokoje","72.19 m²","2 piętro","Rury","1970","nie"
"590 000 zł","3 Pokoje Drugie Piętro Deweloperka","3 pokoje","61.78 m²","2 piętro","Felin","2024","tak"
"599 000 zł","3 pok. 59m2 mieszkanie w centrum miasta.","3 pokoje","59.59 m²","parter","Śródmieście","1959","nie"
"539 000 zł","5 minut od Centrum ! 4 pokoje do wejścia ! Okazja","4 pokoje","60.54 m²","1 piętro","Kośminek","brak informacji","nie"
"562 800 zł","Mieszkanie Zygmunta Augusta Osiedle Europejskie","2 pokoje","46.9 m²","2 piętro","Felin","2017","tak"
"369 000 zł","Po remoncie, niski czynsz, Wykończone Czechów","1 pokój","26.5 m²","7 piętro","Czechów Północny","1980","tak"
"Zapytaj o cenę","Nowe mieszkanie w inw. Rezydencja Chabrowa | A.M7","3 pokoje","59.68 m²","1 piętro","Sławin","2022","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 2P+AK","2 pokoje","36.17 m²","3 piętro","Ponikwoda","2024","tak"
"471 523 zł","Koncertowe Wzgórze | mieszkanie 2-pok. | B1_50","2 pokoje","43.7 m²","parter","Czechów Północny","brak informacji","nie"
"384 714 zł","Diamentowe Tarasy | ustawne mieszkanie D/M27","2 pokoje","38.86 m²","2 piętro","Wrotków","brak informacji","nie"
"Zapytaj o cenę","3-pokojowe mieszkanie 52m2 + balkon","3 pokoje","52.47 m²","1 piętro","Ponikwoda","2026","tak"
"404 973 zł","Jemiołuszki Park| mieszkanie 2-pok. | M03","2 pokoje","34.06 m²","parter","Węglin Południowy","brak informacji","nie"
"653 660 zł","Perspektywa Czechów ul. Wojtasa/71 m2 -4-pokoje","4 pokoje","71.05 m²","6 piętro","Czechów Północny","2026","tak"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 2-pok. | C_23","2 pokoje","39.42 m²","parter","Ponikwoda","2026","tak"
"260 690 zł","Kawalerka na Bronowicach - Okazja!","1 pokój","29.29 m²","parter","Bronowice","1953","nie"
"375 000 zł","2-pokojowe mieszkanie_po remoncie_przy uczelni","2 pokoje","35 m²","parter","Hajdów-Zadębie","1964","nie"
"570 000 zł","Atrakcyjne mieszkanie, 90,23m2, garaż,Bazylianówka","3 pokoje","90.23 m²","parter","Ponikwoda","2010","nie"
"440 000 zł","3 pokoje, zadbana kamienica, blisko Dworca Metrop","3 pokoje","51.17 m²","1 piętro","Śródmieście","brak informacji","nie"
"549 000 zł","Dwupokojowe mieszkanie ul. Lipowa","2 pokoje","51.42 m²","3 piętro","Śródmieście","1950","nie"
"539 000 zł","4- pokojowe mieszkanie przy ul. Głębokiej","4 pokoje","51.17 m²","parter","Rury","1968","nie"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 3-pok. N4_30","3 pokoje","76.48 m²","3 piętro","Ponikwoda","brak informacji","tak"
"699 000 zł","North Park Północna 27 Lublin Bez Prowizji ! Okazj","3 pokoje","55.3 m²","5 piętro","Czechów Południowy","2024","tak"
"546 000 zł","2 pokoje na nowym osiedlu, ul. Garbarska","2 pokoje","42 m²","parter","Kośminek","2022","tak"
"612 990 zł","Klucze Na Już ! Gotowe mieszkanie 4 pokoje !","4 pokoje","58.38 m²","4 piętro","Wrotków","2024","tak"
"369 000 zł","2 pokoje 35 m2 po remoncie Mełgiewska","2 pokoje","35 m²","parter","Tatary","1960","nie"
"637 014 zł","Felin Park II | mieszkanie 3-pok. | M22","3 pokoje","64.41 m²","1 piętro","Kośminek","2025","tak"
"1 000 000 zł","Wieniawa/ apartament 108 m2/ 2 miejsca postojowe","4 pokoje","108.1 m²","3 piętro","Wieniawa","2000","tak"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 3-pok. | M.47","3 pokoje","65.09 m²","3 piętro","Czuby Północne","2026","nie"
"Zapytaj o cenę","Osiedle Daliowa II - 2P+AK","2 pokoje","36.17 m²","3 piętro","Ponikwoda","2024","tak"
"615 000 zł","3-pokoje na Czechowie - gotowe do zamieszkania","3 pokoje","58 m²","5 piętro","Czechów Południowy","1978","tak"
"670 000 zł","2 pokojowy Apartament w centrum, balkon, parking","2 pokoje","41.25 m²","2 piętro","Śródmieście","2024","tak"
"349 000 zł","Przytulna kawalerka - LSM - Po generalnym remoncie","1 pokój","20 m²","3 piętro","Rury","1970","tak"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 1-pok. | M.1","1 pokój","31.69 m²","parter","Czuby Północne","2026","nie"
"Zapytaj o cenę","4-pokojowe mieszkanie 64m2 + ogródek Bez Prowizji","4 pokoje","64.24 m²","parter","Ponikwoda","2026","tak"
"558 000 zł","Mieszkanie Centrum ul. Królewska","3 pokoje","62 m²","2 piętro","Stare Miasto","brak informacji","nie"
"644 000 zł","Lokal medyczny gotowy do prowadzenia działalności","3 pokoje","58 m²","parter","Sławin","brak informacji","nie"
"375 000 zł","Dwa Pokoje Niski Blok Parter","2 pokoje","34.76 m²","parter","Tatary","1960","nie"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 4-pok. | C_6","4 pokoje","68.63 m²","1 piętro","Ponikwoda","2026","tak"
"499 000 zł","Lsm - parter - 3 pokoje - 53 mkw","3 pokoje","53.3 m²","parter","Rury","1970","tak"
"728 999 zł","Słoneczne 2 pokoje po remoncie Ul. Chmielna.","2 pokoje","57.81 m²","3 piętro","Śródmieście","1966","nie"
"699 999 zł","North Park Północna 27 Lublin Bez Prowizji ! Okazj","3 pokoje","55.3 m²","6 piętro","Czechów Południowy","2024","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 3-pok. N4_70","3 pokoje","57.21 m²","1 piętro","Ponikwoda","brak informacji","tak"
"620 778 zł","Felin Park II | mieszkanie 3-pok. | M26","3 pokoje","62.14 m²","3 piętro","Kośminek","2025","tak"
"389 000 zł","Mieszkanie Dla Studenta, Singla Lub Pary","1 pokój","30.8 m²","1 piętro","Kalinowszczyzna","1977","tak"
"310 000 zł","Rozkładowe/Dwa pokoje/Do odświeżenia","2 pokoje","40.93 m²","parter","Kalinowszczyzna","1980","nie"
"759 284 zł","Wojciechowska Square | mieszkanie 105","4 pokoje","71.97 m²","7 piętro","Konstantynów","2025","tak"
"654 655 zł","Nowe mieszkanie 3-pok z tarasem 20,8 m2","3 pokoje","60.49 m²","parter","Ponikwoda","2025","tak"
"673 180 zł","Nowe mieszkanie 2-pok z balkonem Nowy Standard","2 pokoje","62.44 m²","2 piętro","Ponikwoda","2025","tak"
"415 000 zł","2 pokoje sprzedaż Kalinowszczyzna inwestycja","1 pokój","31 m²","7 piętro","Kalinowszczyzna","1980","tak"
"529 000 zł","Wileńska 4pokoje, 64,5m2","4 pokoje","64.5 m²","4 piętro","Rury","1963","nie"
"750 000 zł","Lublin, Sławin ul. Relaksowa","3 pokoje","68 m²","2 piętro","Sławin","brak informacji","nie"
"Zapytaj o cenę","Luksusowa inwestycja blisko Bramy Krakowskiej","1 pokój","47.57 m²","2 piętro","Śródmieście","2026","tak"
"890 000 zł","Mieszkanie,Lublin, Śródmieście, ul.Chopina, 120m2","4 pokoje","120 m²","4 piętro","Śródmieście","1934","nie"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 1-pok. | M.1","1 pokój","31.69 m²","parter","Czuby Północne","2026","nie"
"520 000 zł","Duże mieszkanie - niskie koszty, piwnica, parking","2 pokoje","44.8 m²","4 piętro","Wrotków","2003","nie"
"499 900 zł","Atrakcyjne Mieszkanie Blisko Centrum Lublina","3 pokoje","46.57 m²","1 piętro","Bronowice","brak informacji","nie"
"349 000 zł","Przytulna kawalerka - LSM - Po generalnym remoncie","1 pokój","20 m²","3 piętro","Rury","1970","tak"
"Zapytaj o cenę","Apartamenty w Śródmieściu Lublina","1 pokój","26.27 m²","2 piętro","Śródmieście","2026","tak"
"609 000 zł","Mieszkanie, Wrotków, 49.2m2, 3 pokoje","3 pokoje","49.2 m²","3 piętro","Wrotków","2024","tak"
"494 724 zł","Felin Park II | mieszkanie 3-pok. | M31","3 pokoje","48.55 m²","parter","Kośminek","2025","tak"
"890 000 zł","Apartament 4 Pokoje  *** Centrum ***","4 pokoje","120 m²","4 piętro","Śródmieście","1934","nie"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 2-pok. | C_31","2 pokoje","37.36 m²","parter","Ponikwoda","2026","tak"
"Zapytaj o cenę","Osiedle Narcyzowe | mieszkanie 3-pok. N5_2","3 pokoje","53.13 m²","1 piętro","Ponikwoda","brak informacji","tak"
"469 140 zł","2 pokoje w stanie deweloperskim-blisko centrum!","2 pokoje","40.49 m²","1 piętro","Ponikwoda","2026","tak"
"574 193 zł","3 pokoje w stanie deweloperskim-blisko centrum!","3 pokoje","51.6 m²","3 piętro","Ponikwoda","2026","tak"
"950 000 zł","67 m2 APARTAMENT ul.Północna","3 pokoje","67 m²","4 piętro","Czechów Południowy","2018","nie"
"599 000 zł","Mieszkanie 3-pokojowe w dzielnicy Wieniawa.","3 pokoje","63.78 m²","1 piętro","Wieniawa","brak informacji","tak"
"Zapytaj o cenę","Revita 21 | mieszkanie 2-pok. | 6","2 pokoje","38.77 m²","1 piętro","Stare Miasto","2025","nie"
"Zapytaj o cenę","Apartamenty w Śródmieściu Lublina","1 pokój","26.27 m²","2 piętro","Śródmieście","2026","tak"
"369 000 zł","BEZPOŚREDNIO Dwa pokoje PO REMONCIE, 200m od WSEi","2 pokoje","35 m²","parter","Tatary","brak informacji","nie"
"579 900 zł","Sławin, Botanik 51 m2 garaż 3 pokoje deweloperski","3 pokoje","51.45 m²","2 piętro","Sławin","2025","tak"
"369 000 zł","Po remoncie, niski czynsz, Wykończone Czechów","1 pokój","26.5 m²","7 piętro","Czechów Północny","1980","tak"
"Zapytaj o cenę","Apartament od dewelopera w centrum Lublina","4 pokoje","80.76 m²","1 piętro","Śródmieście","2026","tak"
"850 000 zł","Przestronne, Nowoczesne, 3 Pokoje - Botanik","3 pokoje","77.17 m²","3 piętro","Sławin","2018","tak"
"400 000 zł","Dwa pokoje z garderobą, 60.00 m2. Bronowice.","2 pokoje","60 m²","4 piętro","Bronowice","1970","nie"
"474 370 zł","Sprzedam Mieszkanie 2 Pokoje Koralowa","2 pokoje","36.49 m²","parter","Węglin Południowy","2021","tak"
"Zapytaj o cenę","Revita 21 | mieszkanie 2-pok. | 4","2 pokoje","53.07 m²","1 piętro","Stare Miasto","2025","nie"
"774 000 zł","Nowe trzypokojowe mieszkanie 56,89 m2/ Węglinek!","3 pokoje","57 m²","2 piętro","Węglin Południowy","2024","tak"
"739 900 zł","Trzypokojowe mieszkanie 57,35 m2/ Węglinek!","3 pokoje","57.5 m²","1 piętro","Węglin Południowy","2024","tak"
"595 000 zł","Trzy Niezależne Pokoje Przy Ul. Nadbystrzyckiej.","3 pokoje","60 m²","7 piętro","Rury","1985","tak"
"831 744 zł","Przestronne, Bardzo Zadbane, Dwa Balkony!!","3 pokoje","75.62 m²","parter","Sławin","2012","tak"
"926 900 zł","Mieszkanie 3 pokoje ul. Koncertowa 19","3 pokoje","71.3 m²","parter","Czechów Północny","brak informacji","nie"
"415 035 zł","Active City | mieszkanie 1-pok. | B2_0_48","1 pokój","40.1 m²","parter","Wrotków","2026","nie"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 3-pok. | E_5","3 pokoje","48.71 m²","1 piętro","Ponikwoda","2026","tak"
"440 000 zł","Dwa Pokoje Blisko Zalewu Miejsce Postojowe","2 pokoje","40.55 m²","1 piętro","Wrotków","2024","tak"
"Zapytaj o cenę","Aprtamenty Wyścigowa | apartament 3-pok. | B1.M69","3 pokoje","53.56 m²","4 piętro","Dziesiąta","2025","tak"
"Zapytaj o cenę","Apartament od dewelopera w centrum Lublina","4 pokoje","80.76 m²","1 piętro","Śródmieście","2026","tak"
"375 000 zł","Wieniawa - Popiełuszki 35 Idealne pod wynajem !","3 pokoje","44.2 m²","1 piętro","Wieniawa","1980","tak"
"570 000 zł","3 pokoje | miejsce park | deweloperski | brak PCC","3 pokoje","55 m²","3 piętro","Kośminek","2023","tak"
"679 000 zł","mieszkanie 68m2, 3 pokojowe - ulica Relaksowa","3 pokoje","68 m²","2 piętro","Sławin","2006","nie"
"693 000 zł","Atrakcyjne mieszkanie okolice Nadbystrzyckiej","3 pokoje","53.4 m²","3 piętro","Śródmieście","2011","nie"
"729 000 zł","Wysoki standard z widokiem na Plac Litewski","2 pokoje","61.88 m²","4 piętro","Stare Miasto","brak informacji","nie"
"459 000 zł","3 Pokoje Na Czubach","3 pokoje","48 m²","4 piętro","Czuby Północne","1987","nie"
"529 000 zł","Mieszkanie 55,4m2 na Lsm","2 pokoje","55.4 m²","parter","Rury","1959","nie"
"619 000 zł","Lublin, Wrotków, 3 pokoje, wykończone","3 pokoje","49.2 m²","parter","Wrotków","2024","tak"
"511 106 zł","Aprtamenty Wyścigowa | apartament 3-pok. | B1.M68","3 pokoje","62.33 m²","4 piętro","Dziesiąta","2025","tak"
"Zapytaj o cenę","Kaczeńcova | mieszkanie 1-pok. | M.33","1 pokój","32.15 m²","parter","Czuby Północne","2026","nie"
"617 875 zł","PRZEDSPRZEDAŻ - Nowa inwestycja na Botaniku","2 pokoje","49.43 m²","3 piętro","Sławin","2026","nie"
"560 000 zł","Rodzinne 4 pokoje+kuchnia, zielony LSM","4 pokoje","61 m²","4 piętro","Konstantynów","1972","nie"
"494 636 zł","Wojciechowska Square | mieszkanie 24","2 pokoje","39.89 m²","3 piętro","Konstantynów","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 1P+AK","1 pokój","38.35 m²","3 piętro","Ponikwoda","2024","tak"
"499 999 zł","3 lub 4 pokoje ! Ul. Tumidajskiego ! Okazja !","3 pokoje","60.8 m²","parter","Kalinowszczyzna","1993","tak"
"530 176 zł","20 mieszkań Gotowych Na Juz ! 3 i 4 pokoje","3 pokoje","48.64 m²","1 piętro","Wrotków","2024","tak"
"435 666 zł","Słoneczny Apartament W Samym Sercu Lublina !","2 pokoje","37.72 m²","2 piętro","Stare Miasto","brak informacji","tak"
"435 666 zł","Słoneczny Apartament W Samym Sercu Lublina !","2 pokoje","37.72 m²","2 piętro","Stare Miasto","brak informacji","tak"
"467 875 zł","Active City | mieszkanie 2-pok. | B3_1_33","2 pokoje","47.5 m²","1 piętro","Wrotków","2026","nie"
"645 000 zł","*** Nowe, Wykończone 3 Pokoje - Blisko Centrum ***","3 pokoje","55.1 m²","6 piętro","Kośminek","2023","tak"
"725 000 zł","Nowoczesne przestronne mieszkanie, Węglin Płd.","3 pokoje","71.9 m²","3 piętro","Węglin Południowy","2014","tak"
"585 000 zł","Nowe 2 Pokojowe Z Balkonem Przy Wyścigowej","2 pokoje","45.14 m²","5 piętro","Dziesiąta","2024","tak"
"431 200 zł","Mieszkanie 2 Pokojowe Czechów Górny","2 pokoje","39.2 m²","1 piętro","Czechów Północny","2025","tak"
"560 000 zł","2 Pok. 53 m2 obok Uniwersytetu Medycznego wys. sta","2 pokoje","53 m²","3 piętro","Śródmieście","1965","nie"
"358 000 zł","2 pokoje 32.30 m2 do wejścia. Kalinowszczyzna.","2 pokoje","32.3 m²","4 piętro","Kalinowszczyzna","1974","nie"
"536 000 zł","Nowe 2-pokojowe 47m2 Koncertowa, Czechów bez Pcc","2 pokoje","47.04 m²","parter","Czechów Północny","2024","tak"
"699 000 zł","2 Pokoje Deweloperskie Miejsce W Garażu Podziemnym","2 pokoje","55.3 m²","6 piętro","Śródmieście","2023","tak"
"520 000 zł","2 pokojowe mieszkanie Koncertowa","2 pokoje","43.1 m²","2 piętro","Czechów Północny","2025","nie"
"693 000 zł","Atrakcyjne mieszkanie okolice Nadbystrzyckiej","3 pokoje","53.4 m²","3 piętro","Śródmieście","2011","nie"
"365 000 zł","Piękne odnowione mieszkanie Lublin, od ręki","2 pokoje","47.11 m²","2 piętro","Dziesiąta","1963","nie"
"567 000 zł","4-pokojowe LSM bez prowizji","4 pokoje","52.5 m²","3 piętro","Rury","brak informacji","nie"
"Zapytaj o cenę","2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio","2 pokoje","37.54 m²","2 piętro","Ponikwoda","2026","tak"
"468 480 zł","36,60 M2 - Zielone Tarasy Botanik ** Przedsprzedaż","2 pokoje","36.6 m²","2 piętro","Sławin","2026","tak"
"620 031,60 zł","Mieszkanie 4 Pokojowe Bazylianówka Promocja","4 pokoje","59.39 m²","6 piętro","Ponikwoda","2026","tak"
"928 525 zł","6 pokoi - 142,85 m2 - 2 wejścia - Ul. Kredowa","6 pokoi","142.85 m²","parter","Rury","2000","nie"
"507 000 zł","***2 pokoje, Czuby, stan deweloperski***","2 pokoje","40.19 m²","parter","Węglin Południowy","2024","tak"
"636 985 zł","Apartamenty Poligonowa Etap 4, M48","3 pokoje","55.39 m²","parter","Sławin","2026","nie"
"600 480 zł","PRZEDSPRZEDAŻ - Nowa inwestycja na Botaniku","3 pokoje","66.72 m²","3 piętro","Sławin","2026","nie"
"633 380 zł","Wojciechowska Square | mieszkanie 120","3 pokoje","57.58 m²","2 piętro","Konstantynów","2025","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 1P+AK","1 pokój","32.12 m²","2 piętro","Ponikwoda","2024","tak"
"670 000 zł","Mieszkanie pod inwestycję, Sławinek 4 pokoje","4 pokoje","80 m²","2 piętro","Sławin","1996","nie"
"390 226 zł","Mieszkanie na sprzedaż w Lublin","1 pokój","33.07 m²","5 piętro","Wrotków","2024","nie"
"666 036 zł","Mieszkanie na sprzedaż w Lublin","3 pokoje","61.67 m²","5 piętro","Wrotków","2024","nie"
"720 000 zł","Mieszkanie dwupoziomowe 6 pok. 74 m2 Czuby.","6 pokoi","120 m²","2 piętro","Czuby Północne","1996","nie"
"629 000 zł","Trzypokojowe mieszkanie/52 m2/ Kameralny Sławin","3 pokoje","51.66 m²","1 piętro","Sławin","2021","tak"
"581 590 zł","Przestronne mieszkanie przy ul. Wyścigowej","3 pokoje","61.22 m²","1 piętro","Dziesiąta","2023","nie"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-67","3 pokoje","67.34 m²","7 piętro","Sławin","brak informacji","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B2.52","2 pokoje","37.2 m²","1 piętro","Ponikwoda","2025","tak"
"564 300 zł","Active City | mieszkanie 3-pok. | B2_3_55","3 pokoje","59.4 m²","3 piętro","Wrotków","2026","nie"
"430 000 zł","Kalinowszczyzna – 4 Pokoje, Spokojna Okolica","4 pokoje","60.4 m²","2 piętro","Kalinowszczyzna","1968","nie"
"577 920 zł","Mieszkanie, 72,24 m², Lublin","2 pokoje","72.24 m²","2 piętro","Śródmieście","2024","tak"
"515 790 zł","Mieszkanie, 52,10 m², Lublin","1 pokój","52.1 m²","2 piętro","Śródmieście","brak informacji","nie"
"468 480 zł","36,60 M2 - Zielone Tarasy Botanik ** Przedsprzedaż","2 pokoje","36.6 m²","2 piętro","Sławin","2026","tak"
"659 000 zł","Bez Prowizji! Z Tarasem 17m2 ! Po Remoncie !","4 pokoje","60.21 m²","3 piętro","Ponikwoda","2008","nie"
"Zapytaj o cenę","3-pokojowe mieszkanie 51m2 + balkon Bez Prowizji","3 pokoje","51.05 m²","1 piętro","Ponikwoda","2026","tak"
"468 480 zł","36,60 M2 - Zielone Tarasy Botanik ** Przedsprzedaż","2 pokoje","36.6 m²","2 piętro","Sławin","2026","tak"
"1 296 000 zł","Mieszkanie, 96 m², Lublin","3 pokoje","96 m²","3 piętro","Śródmieście","2022","tak"
"714 000 zł","Przestronne trzypokojowe mieszkanie blisko Uczelni","3 pokoje","78.5 m²","2 piętro","Śródmieście","1960","nie"
"582 528 zł","Wojciechowska Square | mieszkanie 35","3 pokoje","52.48 m²","5 piętro","Konstantynów","2025","tak"
"588 967 zł","Mieszkanie trzypokojowe z garażem.","3 pokoje","53.59 m²","parter","Ponikwoda","2024","tak"
"Zapytaj o cenę","Nałęczowska | mieszkanie 3-pok. | M-18","3 pokoje","67.31 m²","6 piętro","Sławin","brak informacji","tak"
"Zapytaj o cenę","Nova Daliova | mieszkanie 2-pok. | B1.40","2 pokoje","34.83 m²","parter","Ponikwoda","2025","tak"
"472 625 zł","Active City | mieszkanie 2-pok. | B2_3_20","2 pokoje","47.5 m²","3 piętro","Wrotków","2026","nie"
"Zapytaj o cenę","Osiedle Daliowa II - 1P+AK","1 pokój","38.35 m²","2 piętro","Ponikwoda","2024","tak"
"502 129 zł","Koncertowe Wzgórze | mieszkanie 3-pok. | B2_23","3 pokoje","51.29 m²","parter","Czechów Północny","brak informacji","nie"
"389 268 zł","Diamentowe Tarasy | atrakcyjne mieszkanie D/M24","2 pokoje","39.32 m²","2 piętro","Wrotków","brak informacji","nie"
"415 191 zł","Jemiołuszki Park| mieszkanie 2-pok. | M22","2 pokoje","34.06 m²","3 piętro","Węglin Południowy","brak informacji","nie"
"559 000 zł","3 pokoje Koło Uniwersytetu Medycznego","3 pokoje","49.62 m²","3 piętro","Czechów Południowy","2026","tak"
"410 756 zł","Mieszkanie 2 pokoje Wrotków 0% PCC 2025r","2 pokoje","35.41 m²","1 piętro","Wrotków","2025","tak"
"760 000 zł","Komfortowe 3pokojowe mieszkanie do wprowadzenia","3 pokoje","75.33 m²","6 piętro","Bronowice","2010","tak"
"680 500 zł","Komfortowy apartament 2-pok z garażem, Lublin","2 pokoje","56.72 m²","1 piętro","Rury","2013","tak"
"771 291 zł","Wieniawska 11 – Luksusowe Mieszkania W Centrum","2 pokoje","59.79 m²","7 piętro","Śródmieście","2024","tak"
"599 000 zł","Mieszkanie 2-pokojowe do wejścia Nowy Świat","2 pokoje","48.51 m²","parter","Dziesiąta","2016","nie"
"632 225 zł","3 pokojowe mieszkanie w nowym bloku","3 pokoje","66.55 m²","1 piętro","Zemborzyce","2024","tak"
"650 000 zł","50 m2 w ścisłym centrum - super inwestycyjnie","2 pokoje","50 m²","parter","Śródmieście","2011","nie"
"435 878,30 zł","Mieszkanie na sprzedaż Bez prowizji i podatku PCC.","2 pokoje","35.86 m²","1 piętro","Ponikwoda","2024","tak"
"Zapytaj o cenę","2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji","2 pokoje","40.54 m²","1 piętro","Ponikwoda","2026","tak"
"459 000 zł","Trzy oddzielne pokoje, idealna inwestycja","3 pokoje","48 m²","4 piętro","Rury","1969","nie"
"547 786,80 zł","Mieszkanie 3 Pokojowe Promocja Negocjuj","3 pokoje","52.47 m²","parter","Ponikwoda","2026","tak"
"950 000 zł","Apartament 67 m2 w Śródmieściu","3 pokoje","67 m²","4 piętro","Czechów Południowy","2018","tak"
"1 296 000 zł","Mieszkanie, 96 m², Lublin","3 pokoje","96 m²","3 piętro","Śródmieście","2022","tak"
"375 000 zł","Wieniawa - Popiełuszki 35 Idealne pod wynajem !","3 pokoje","44.2 m²","1 piętro","Wieniawa","1980","tak"
"670 000 zł","2 pokojowy Apartament w centrum, balkon, parking","2 pokoje","41.25 m²","2 piętro","Śródmieście","2024","tak"
"Zapytaj o cenę","2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio","2 pokoje","37.54 m²","2 piętro","Ponikwoda","2026","tak"
"489 000 zł","Mieszkanie 2 Pokojowe Chodźki Czechów Bez Pcc","2 pokoje","30.92 m²","4 piętro","Czechów Południowy","2024","tak"
"Zapytaj o cenę","Osiedle Daliowa II - 2P+AK z ogródkiem","2 pokoje","38.4 m²","parter","Ponikwoda","2024","tak"
"513 726 zł","Koncertowe Wzgórze | mieszkanie 3-pok. | B2_39","3 pokoje","54.71 m²","2 piętro","Czechów Północny","brak informacji","nie"
"403 920 zł","Diamentowe Tarasy | nowe mieszkanie D/M20","2 pokoje","40.8 m²","2 piętro","Wrotków","brak informacji","nie"
"554 578,08 zł","Ostatnie 4 mieszkania z Ogródkiem ! Gotowe","3 pokoje","49.64 m²","parter","Wrotków","2024","tak"
"536 171 zł","Ostatnie wolne mieszkania ! Czerwiec Klucze","3 pokoje","49.19 m²","4 piętro","Wrotków","2024","tak"
"446 608 zł","120 mieszkań ! wszystkie możliwe metraże ! Okazja","2 pokoje","43.36 m²","parter","Ponikwoda","2025","tak"
"686 755 zł","120 mieszkań ! wszystkie możliwe metraże ! Okazja","4 pokoje","72.29 m²","3 piętro","Ponikwoda","2025","tak"
"Zapytaj o cenę","Narcyzowe Wzgórza II | mieszkanie 3-pok. | C_17","3 pokoje","62.21 m²","parter","Ponikwoda","2026","tak"
"Zapytaj o cenę","3-pokojowe mieszkanie 52m2 + balkon Bez Prowizji","3 pokoje","52.9 m²","5 piętro","Ponikwoda","2026","tak"
"499 000 zł","Rezewacja ! 47 M2 Czuby Ul. Kawaleryjska","2 pokoje","47 m²","4 piętro","Czuby Północne","1987","nie"
"933 790 zł","Niepowtarzalne I Luksusowe I Nałęczowska 177","2 pokoje","50.86 m²","2 piętro","Szerokie","2023","nie"
